"ID";"w1_q1";"w1_q2";"w1_q3";"w1_q3_txt";"w1_q4x1";"w1_q4x2";"w1_q4x3";"w1_q4x4";"w1_q4x5";"w1_q4x6";"w1_q4x7";"w1_q4x8";"w1_q5x1";"w1_q5x2";"w1_q5x3";"w1_q5x4";"w1_q17x1";"w1_q17x2";"w1_q17x3";"w1_q17x4";"w1_q17x5";"w1_q17x6";"w1_q18x1";"w1_q18x2";"w1_q18x3";"w1_q18x4";"w1_q18x5";"w1_q18x6";"w1_q19";"w1_q20";"w1_q21";"w1_q52x1";"w1_q52x2";"w1_q52x3";"w1_q52x4";"w1_q52x5";"w1_q53x1";"w1_q53x2";"w1_q53x3";"w1_q53x4";"w1_q53x5";"w1_q56";"w1_q64";"w1_q73";"w1_q74";"w3_q1";"w3_q2";"w3_q3";"w3_q4";"w3_q5";"w3_q6";"w3_q7";"w3_q8";"w3_q9x1";"w3_q9x2";"w3_q9x3";"w3_q9x4";"w3_q9x5";"w3_q9x6";"w3_q9x6_txt";"w3_q9x7";"w3_q10";"w3_q11";"w3_q12";"w3_q13";"w3_q14";"w3_q15";"w3_q16";"w3_q17";"w3_q18";"w3_q19";"w3_q20";"w3_q21";"w3_q22";"w3_q23";"w3_q24";"w3_q25";"w3_q31";"w3_q32";"w3_q35";"w3_q36";"PE_w3_pe_emissions";"PE_w3_pe_timer_submit";"PE_w3_pe_click_count";"PE_w3_pe_change";"PE_w3_q59";"PE_w3_q60";"PE_w3_q61"
1352;1947;"male";"university of applied sciences, university of education";NA;NA;NA;NA;NA;NA;NA;"pensioner, retired (ie ahv, iv)";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"disagree";"disagree";"agree";"disagree";"agree";"disagree";"disagree";"disagree";"agree";"disagree";"8";"good";"8001 to 10000 chf";"8001 to 10000 chf";"yes";"i own a car";"(plug-in) hybrid combinaton of electric motor and petrol or diesel engine";"intermediate sedan, combi (eg skoda octavia, mercedes-benz a-klasse, vw golf)";"40000";15000;"never";NA;NA;"selected";NA;NA;NA;NA;NA;NA;"i have flown or plan to fly in 2022";0;0;1;"rarely";0;0;NA;"omnivore (eg meat, cheese, eggs, fruits, vegetables, nuts, grains)";"yes";"flat / apartment";"built / refurbished between 1980 and 2010";2;130;"heating pump";"no";"very worried";"7";"5";"4";14.86;45.102;5;"emissions have changed";"no";"5";"4"
1354;1968;"female";"university / eth";NA;NA;"employed, in the private sector";NA;NA;NA;NA;NA;NA;NA;"full time";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"yes, 5 days per week";"strongly agree";"strongly agree";"strongly agree";"strongly agree";"strongly agree";"agree";"strongly agree";"agree";"strongly agree";"agree";"6";"very good";"10001 to 12000 chf";"16001 to 18000 chf";"yes";"i have a company car";"diesel engine";"intermediate sedan, combi (eg skoda octavia, mercedes-benz a-klasse, vw golf)";NA;30000;"never";NA;NA;NA;NA;NA;NA;NA;NA;"selected";"i have flown or plan to fly in 2022";2;1;0;"never";NA;NA;NA;"omnivore (eg meat, cheese, eggs, fruits, vegetables, nuts, grains)";"yes";"detached house";"built / refurbished between 1980 and 2010";4;9;"heating pump";"no";"extremely worried";"a great deal 10";"completely confident 10";"completely confident 10";12.42;193.714;30;"emissions have changed";NA;"6";"4"
1357;1987;"female";"university / eth";NA;"employed, in the public sector (municipality, canton, federal government)";NA;NA;NA;"in training (school, university, apprenticeship)";NA;NA;NA;"full time";NA;NA;"full time";NA;NA;6.6;NA;NA;NA;NA;NA;6.6;NA;NA;NA;"4 days";"4 days";"yes, 1 days per week";"agree";"strongly agree";"agree";"strongly agree";"agree";"agree";"strongly agree";"agree";"agree";"agree";"2";"very good";"6001 to 8000 chf";"14001 to 16000 chf";"yes";"someone in my household owns a car that i can use when necessary";"petrol (gas) engine";"intermediate sedan, combi (eg skoda octavia, mercedes-benz a-klasse, vw golf)";NA;3000;"5 days per week";100;NA;"selected";"selected";NA;NA;NA;NA;NA;"i have flown or plan to fly in 2022";1;0;0;"several times a month";12;0;NA;"omnivore (eg meat, cheese, eggs, fruits, vegetables, nuts, grains)";"no";"flat / apartment";"built / refurbished before 1980 (old)";3;50;"natural gas";"yes";"somewhat worried";"5";"6";"4";18.49;239.628;60;"emissions have changed";"yes";"4";"7"
1358;1950;"male";"vocational apprenticeship, vocational school, secondary vocational school";NA;NA;NA;NA;NA;NA;NA;"pensioner, retired (ie ahv, iv)";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"strongly agree";"strongly agree";"neither agree nor disagree";"strongly agree";"agree";"agree";"strongly agree";"agree";"neither agree nor disagree";"disagree";"5";"good";"2001 to 4000 chf";"2001 to 4000 chf";"no";NA;NA;NA;NA;NA;"1 day per week";5;NA;NA;NA;NA;NA;NA;NA;"selected";"i have not flown and do not plan to fly in 2022";NA;NA;NA;"never";NA;NA;NA;"omnivore (eg meat, cheese, eggs, fruits, vegetables, nuts, grains)";"no";"flat / apartment";"built / refurbished before 1980 (old)";1;70;"natural gas";"no";"very worried";"2";"4";"2";22.86;10.76;3;"no change to emissions";"yes";"5";"5"
1359;1985;"male";"university / eth";NA;NA;"employed, in the private sector";NA;NA;NA;NA;NA;"engaged in voluntary work";NA;"full time";NA;NA;NA;30;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;"5 days";NA;"yes, 3 days per week";"neither agree nor disagree";"agree";"disagree";"strongly agree";"agree";"disagree";"agree";"disagree strongly";"strongly agree";"disagree strongly";"7";"very good";"10001 to 12000 chf";"16001 to 18000 chf";"yes";"i own a car";"petrol (gas) engine";"compact hatchback (eg vw polo, skoda fabia, renault zoe)";"38000";10000;"3 days per week";80;NA;"selected";NA;NA;NA;NA;NA;NA;"i have not flown and do not plan to fly in 2022";NA;NA;NA;"several times a month";20;0;NA;"omnivore (eg meat, cheese, eggs, fruits, vegetables, nuts, grains)";"no";"flat / apartment";"built / refurbished since 2010";3;94;"district heating";"no";"somewhat worried";"6";"7";"7";4.56;23.203;3;"emissions have changed";NA;"not at all expensive 0";"6"
1360;1942;"male";"higher technical / vocational training (eg federal certificate, master craftsmans diploma)";NA;NA;NA;NA;NA;NA;NA;"pensioner, retired (ie ahv, iv)";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"disagree strongly";"disagree strongly";"neither agree nor disagree";"neither agree nor disagree";"neither agree nor disagree";"disagree strongly";"disagree strongly";"disagree strongly";"disagree strongly";"disagree strongly";"8";"good";"10001 to 12000 chf";"12001 to 14000 chf";"yes";"i own a car";"diesel engine";"large suv, van, truck, sports car (eg vw tiguan, seat ateca, porsche 911)";"22000";12000;"never";NA;NA;NA;NA;NA;NA;NA;NA;"selected";"i have not flown and do not plan to fly in 2022";NA;NA;NA;"rarely";0;0;NA;"omnivore (eg meat, cheese, eggs, fruits, vegetables, nuts, grains)";"yes";"detached house";"built / refurbished before 1980 (old)";2;160;"heating oil";"no";"not at all worried";"not at all 0";"5";"not at all confident 0";68.86;34.056;1;"no change to emissions";"no";"extremely expensive 10";"extremely difficult 10"
1361;1962;"female";"matura, vocational school certificate";NA;NA;"employed, in the private sector";NA;NA;NA;NA;NA;NA;NA;"part time";NA;NA;NA;NA;NA;NA;4;NA;NA;NA;NA;NA;NA;NA;"3 days";NA;"no, i do not have the possibility to work at home";"strongly agree";"strongly agree";"strongly agree";"strongly agree";"disagree";"agree";"strongly agree";"agree";"agree";"agree";"3";"very good";NA;NA;"yes";"someone in my household owns a car that i can use when necessary";"diesel engine";"intermediate sedan, combi (eg skoda octavia, mercedes-benz a-klasse, vw golf)";NA;5000;"never";NA;NA;"selected";NA;NA;NA;NA;NA;NA;"i have not flown and do not plan to fly in 2022";NA;NA;NA;"several times a week";50;0;NA;"flexitarian (eg limited meat, cheese, eggs, fruits, vegetables, nuts, grains)";"yes";"semi-detached house / terraced house";"built / refurbished between 1980 and 2010";2;182;"heating pump";"yes";NA;NA;NA;NA;7.38;95.468;21;"emissions have changed";"no";NA;NA
1362;1967;"male";"university / eth";NA;NA;"employed, in the private sector";NA;NA;NA;NA;NA;NA;NA;"full time";NA;NA;20;20;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"5 days";NA;"no, i do not have the possibility to work at home";"agree";"agree";"neither agree nor disagree";"disagree";"disagree";"agree";"agree";"disagree";"disagree strongly";"disagree";"1";"good";"6001 to 8000 chf";"10001 to 12000 chf";"yes";"i own a car";"diesel engine";"large suv, van, truck, sports car (eg vw tiguan, seat ateca, porsche 911)";"30000";15000;"never";NA;NA;NA;NA;NA;NA;NA;NA;"selected";"i have flown or plan to fly in 2022";0;2;0;"never";NA;NA;NA;"omnivore (eg meat, cheese, eggs, fruits, vegetables, nuts, grains)";"yes";"flat / apartment";"built / refurbished between 1980 and 2010";4;90;"natural gas";"no";"very worried";"9";"6";"8";23.61;248.842;68;"emissions have changed";NA;"7";"7"
1363;1956;"male";"vocational apprenticeship, vocational school, secondary vocational school";NA;NA;NA;NA;NA;NA;NA;"pensioner, retired (ie ahv, iv)";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"neither agree nor disagree";"disagree";"disagree";"disagree";"disagree";"disagree";"disagree";"disagree";"disagree";"disagree strongly";"7";"fair";"2001 to 4000 chf";"8001 to 10000 chf";"yes";"i own a car";"diesel engine";"large suv, van, truck, sports car (eg vw tiguan, seat ateca, porsche 911)";"36000";5000;"1 day per week";200;NA;"selected";NA;NA;NA;NA;NA;NA;"i have flown or plan to fly in 2022";1;0;0;"several times a month";40;0;NA;"omnivore (eg meat, cheese, eggs, fruits, vegetables, nuts, grains)";"yes";"flat / apartment";"built / refurbished since 2010";2;150;"heating pump";"yes";"somewhat worried";"6";"1";"not at all confident 0";7.16;25.032;1;"no change to emissions";"no";NA;NA
1364;1945;"male";"higher technical / vocational training (eg federal certificate, master craftsmans diploma)";NA;NA;NA;NA;NA;NA;NA;"pensioner, retired (ie ahv, iv)";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"agree";"agree";"neither agree nor disagree";"agree";"agree";"disagree";"neither agree nor disagree";"agree";"neither agree nor disagree";"disagree";"8";"good";NA;"2001 to 4000 chf";"yes";"i own a car";"(plug-in) hybrid combinaton of electric motor and petrol or diesel engine";"compact hatchback (eg vw polo, skoda fabia, renault zoe)";"16000";5000;"never";NA;NA;"selected";NA;NA;NA;NA;NA;NA;"i have not flown and do not plan to fly in 2022";NA;NA;NA;"rarely";0;0;NA;"flexitarian (eg limited meat, cheese, eggs, fruits, vegetables, nuts, grains)";"yes";"detached house";"built / refurbished before 1980 (old)";2;140;"heating oil";"no";"somewhat worried";"6";"6";"2";58.04;116.634;12;"emissions have changed";NA;"5";"not at all difficult 0"
1365;1966;"male";"higher technical / vocational training (eg federal certificate, master craftsmans diploma)";NA;NA;"employed, in the private sector";NA;NA;NA;NA;NA;NA;NA;"full time";NA;NA;52;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"5 days";NA;"no, i do not have the possibility to work at home";"disagree strongly";"disagree strongly";"disagree strongly";"disagree strongly";"disagree";"disagree strongly";"disagree strongly";"disagree strongly";"disagree strongly";"strongly agree";"10 (right)";"fair";NA;NA;"yes";"i own a car";"petrol (gas) engine";"intermediate sedan, combi (eg skoda octavia, mercedes-benz a-klasse, vw golf)";"30000";12000;"never";NA;NA;NA;NA;NA;NA;NA;NA;"selected";"i have flown or plan to fly in 2022";0;2;1;"several times a month";0;500;"e-bike (up to 500w engine and electric assistance up to 25km / h)";"omnivore (eg meat, cheese, eggs, fruits, vegetables, nuts, grains)";"no";"flat / apartment";"built / refurbished between 1980 and 2010";2;95;"heating oil";"no";"not at all worried";"not at all 0";"not at all confident 0";"not at all confident 0";34.75;18.265;1;"no change to emissions";"no";"extremely expensive 10";"extremely difficult 10"
1366;1962;"female";"compulsory school";NA;NA;"employed, in the private sector";NA;NA;NA;NA;NA;NA;NA;"part time";NA;NA;14;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"3 days";NA;"no, i do not have the possibility to work at home";"strongly agree";"agree";"strongly agree";"strongly agree";"strongly agree";"strongly agree";"neither agree nor disagree";"agree";"disagree";"strongly agree";"5";"fair";"under 2000 chf";"4001 to 6000 chf";"yes";"i own a car";"petrol (gas) engine";"compact hatchback (eg vw polo, skoda fabia, renault zoe)";"16000";16000;"never";NA;NA;NA;NA;NA;NA;NA;NA;"selected";"i have flown or plan to fly in 2022";0;2;0;"rarely";0;0;NA;"omnivore (eg meat, cheese, eggs, fruits, vegetables, nuts, grains)";"yes";"detached house";"built / refurbished between 1980 and 2010";2;140;"heating pump";"no";"very worried";"3";"4";"3";13.18;23.465;2;"no change to emissions";"no";"3";"9"
1368;1951;"male";"university of applied sciences, university of education";NA;NA;NA;NA;NA;NA;NA;"pensioner, retired (ie ahv, iv)";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"agree";"disagree strongly";"agree";"disagree";"disagree";"disagree strongly";"agree";"disagree strongly";"disagree";"disagree";"7";"good";NA;NA;"yes";"i own a car";"petrol (gas) engine";"intermediate sedan, combi (eg skoda octavia, mercedes-benz a-klasse, vw golf)";"2000";13000;"never";NA;NA;"selected";NA;NA;NA;NA;NA;NA;"i have not flown and do not plan to fly in 2022";NA;NA;NA;"rarely";0;0;NA;"flexitarian (eg limited meat, cheese, eggs, fruits, vegetables, nuts, grains)";"yes";"detached house";"built / refurbished before 1980 (old)";1;200;"heating oil";"no";"not at all worried";"not at all 0";"1";"not at all confident 0";84.18;53.688;14;"emissions have changed";NA;"2";"9"
1369;1971;"male";"vocational apprenticeship, vocational school, secondary vocational school";NA;NA;"employed, in the private sector";NA;NA;NA;NA;NA;NA;NA;"full time";NA;NA;NA;NA;NA;NA;NA;"i do not have a fixed place of work";NA;NA;NA;NA;NA;NA;NA;NA;"yes, 1 days per week";"strongly agree";"agree";"neither agree nor disagree";"agree";"agree";"agree";"agree";"agree";"neither agree nor disagree";"disagree";"6";"fair";"6001 to 8000 chf";"8001 to 10000 chf";"yes";"i have a company car";"diesel engine";"intermediate sedan, combi (eg skoda octavia, mercedes-benz a-klasse, vw golf)";NA;30000;"1 day per week";5;NA;"selected";NA;NA;NA;NA;NA;NA;"i have flown or plan to fly in 2022";1;0;0;"at least once a month";5;0;NA;"omnivore (eg meat, cheese, eggs, fruits, vegetables, nuts, grains)";"no";"flat / apartment";"built / refurbished since 2010";3;110;"heating pump";"no";"very worried";"7";"8";"7";11.59;112.065;37;"emissions have changed";"no";"4";"3"
1370;1975;"female";"higher technical / vocational training (eg federal certificate, master craftsmans diploma)";NA;NA;"employed, in the private sector";NA;NA;NA;NA;NA;NA;NA;"full time";NA;NA;NA;17;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;"5 days";NA;"yes, 1 days per week";"agree";"agree";"strongly agree";"agree";"agree";"neither agree nor disagree";NA;"agree";"neither agree nor disagree";"agree";"6";"good";"6001 to 8000 chf";"6001 to 8000 chf";"yes";"i own a car";"petrol (gas) engine";"intermediate sedan, combi (eg skoda octavia, mercedes-benz a-klasse, vw golf)";"18000";8000;"5 days per week";15;NA;"selected";NA;NA;"selected";NA;NA;NA;"i have flown or plan to fly in 2022";1;1;0;"at least once a month";5;0;NA;"flexitarian (eg limited meat, cheese, eggs, fruits, vegetables, nuts, grains)";"no";"flat / apartment";"built / refurbished before 1980 (old)";1;68;"heating pump";"no";"very worried";"8";"6";"1";9.5;106.224;30;"emissions have changed";NA;"9";"5"
1372;1958;"male";"vocational apprenticeship, vocational school, secondary vocational school";NA;NA;"employed, in the private sector";NA;NA;NA;NA;NA;NA;NA;"full time";NA;NA;NA;3;3;NA;3;NA;NA;NA;NA;NA;NA;NA;"6 days";NA;"no, i do not have the possibility to work at home";"neither agree nor disagree";"neither agree nor disagree";"neither agree nor disagree";"agree";"agree";"neither agree nor disagree";"agree";"neither agree nor disagree";"disagree strongly";"disagree";"5";"good";"8001 to 10000 chf";"8001 to 10000 chf";"yes";"i own a car";"petrol (gas) engine";"large suv, van, truck, sports car (eg vw tiguan, seat ateca, porsche 911)";"36000";5000;"5 days per week";30;NA;NA;NA;NA;"selected";NA;NA;NA;"i have not flown and do not plan to fly in 2022";NA;NA;NA;"rarely";0;25;"e-bike (up to 500w engine and electric assistance up to 25km / h)";"omnivore (eg meat, cheese, eggs, fruits, vegetables, nuts, grains)";"yes";"detached house";"built / refurbished before 1980 (old)";2;200;"heating pump";"no";"very worried";"5";"5";"5";13.56;68.194;15;"emissions have changed";NA;"5";"5"
1373;1956;"male";"university / eth";NA;NA;NA;"employed, self-employed";NA;NA;NA;NA;NA;NA;NA;"part time";NA;NA;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"2 days";NA;"yes, 3 days per week";"strongly agree";"strongly agree";"disagree";"strongly agree";"disagree";"agree";"agree";"disagree";"disagree";"agree";"5";"good";"4001 to 6000 chf";"4001 to 6000 chf";"no";NA;NA;NA;NA;NA;"6 days per week";10;NA;"selected";"selected";NA;NA;NA;NA;NA;"i have flown or plan to fly in 2022";2;0;2;"several times a month";5;0;NA;"flexitarian (eg limited meat, cheese, eggs, fruits, vegetables, nuts, grains)";"no";"flat / apartment";"built / refurbished since 2010";1;80;"heating oil";"no";"extremely worried";"a great deal 10";"7";"8";27.14;97.894;7;"emissions have changed";NA;"5";"5"
1375;1957;"female";"vocational apprenticeship, vocational school, secondary vocational school";NA;NA;NA;NA;NA;NA;NA;"pensioner, retired (ie ahv, iv)";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"agree";"agree";"strongly agree";"agree";"agree";"agree";"strongly agree";"agree";"agree";"agree";NA;"very good";NA;NA;"yes";"i own a car";"petrol (gas) engine";"intermediate sedan, combi (eg skoda octavia, mercedes-benz a-klasse, vw golf)";"2000";8000;"never";NA;NA;NA;NA;NA;"selected";NA;NA;NA;"i have not flown and do not plan to fly in 2022";NA;NA;NA;"several times a month";0;20;"e-bike (up to 500w engine and electric assistance up to 25km / h)";"flexitarian (eg limited meat, cheese, eggs, fruits, vegetables, nuts, grains)";"no";"flat / apartment";"built / refurbished before 1980 (old)";2;78;"heating oil";"no";"very worried";"9";"5";"8";34.46;83.332;20;"emissions have changed";NA;"6";"6"
1380;1974;"male";"higher technical / vocational training (eg federal certificate, master craftsmans diploma)";NA;NA;"employed, in the private sector";NA;NA;NA;NA;NA;NA;NA;"full time";NA;NA;15;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"4 days";NA;"yes, 1 days per week";"agree";"agree";"neither agree nor disagree";"agree";"agree";"neither agree nor disagree";"neither agree nor disagree";"agree";"disagree";"disagree";"5";"good";NA;NA;"yes";"i own a car";"petrol (gas) engine";"compact hatchback (eg vw polo, skoda fabia, renault zoe)";"10000";15000;"never";NA;NA;"selected";NA;NA;NA;NA;NA;NA;"i have flown or plan to fly in 2022";0;0;1;"several times a month";100;0;NA;"omnivore (eg meat, cheese, eggs, fruits, vegetables, nuts, grains)";"yes";"detached house";"built / refurbished between 1980 and 2010";4;150;"heating pump";"no";"very worried";"5";"7";"7";16.21;180.207;45;"emissions have changed";NA;"7";"7"
1381;1971;"female";"matura, vocational school certificate";NA;"employed, in the public sector (municipality, canton, federal government)";NA;NA;NA;NA;NA;NA;NA;"full time";NA;NA;NA;25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"5 days";NA;"no, i do not have the possibility to work at home";"strongly agree";"neither agree nor disagree";"agree";"agree";"agree";"strongly agree";"strongly agree";"agree";"disagree";"strongly agree";"0 (left)";"good";"4001 to 6000 chf";"4001 to 6000 chf";"yes";"i own a car";"petrol (gas) engine";"compact hatchback (eg vw polo, skoda fabia, renault zoe)";"10000";12000;"never";NA;NA;NA;NA;NA;NA;NA;NA;"selected";"i have not flown and do not plan to fly in 2022";NA;NA;NA;"at least once a month";30;0;NA;"omnivore (eg meat, cheese, eggs, fruits, vegetables, nuts, grains)";"no";"flat / apartment";"built / refurbished before 1980 (old)";1;80;"heating oil";"no";"very worried";"5";"7";"4";36.46;480.002;42;"emissions have changed";NA;"5";"5"
1382;1958;"female";"vocational apprenticeship, vocational school, secondary vocational school";NA;NA;"employed, in the private sector";NA;NA;NA;NA;NA;NA;NA;"part time";NA;NA;2;21;NA;NA;0.5;NA;NA;NA;NA;NA;NA;NA;"4 days";NA;"no, i do not have the possibility to work at home";"agree";"strongly agree";"agree";"agree";"agree";"agree";"agree";"agree";"disagree";"agree";"5";"fair";"2001 to 4000 chf";"4001 to 6000 chf";"yes";"i own a car";"petrol (gas) engine";"compact hatchback (eg vw polo, skoda fabia, renault zoe)";"4000";3000;"never";NA;NA;"selected";NA;NA;NA;NA;NA;NA;"i have not flown and do not plan to fly in 2022";NA;NA;NA;"daily";0;55;"e-bike (up to 500w engine and electric assistance up to 25km / h)";"omnivore (eg meat, cheese, eggs, fruits, vegetables, nuts, grains)";"yes";"detached house";"built / refurbished between 1980 and 2010";2;200;"natural gas";"no";"very worried";"4";"7";"2";32.55;73.373;13;"emissions have changed";NA;"8";"1"
